step,transactionType,amount,initiator,oldBalInitiator,newBalInitiator,recipient,oldBalRecipient,newBalRecipient,isFraud
98,TRANSFER,17847.4,4440822236403165,3065196.06,3047348.66,4284728521571229,0.0,17847.4,0
140,TRANSFER,538195.12,4198072234535535,2477563.54,1939368.43,4643322454838791,0.0,538195.12,0
16,DEPOSIT,84091.67,4566325087374939,3699713.35,3783805.02,81-0006579,97105.73,97105.73,0
22,TRANSFER,77814.07,4622817181016806,3381054.39,3303240.32,4648549280882677,0.0,77814.07,0
108,PAYMENT,610.95,4690524240132486,871906.2,871295.25,02-0005399,222963.97,223574.92,0
36,DEPOSIT,233783.76,4149919251468034,3818111.45,4051895.2,35-0002587,109660.39,109660.39,0
37,PAYMENT,501.22,4015178174260751,2413838.23,2413337.01,10-0008282,54373.74,54874.96,0
120,PAYMENT,619.38,4595787372249180,2703373.9,2702754.52,60-0007799,205180.57,205799.95,0
134,DEPOSIT,104247.77,4095847001362617,1982838.61,2087086.38,11-0005465,109271.06,109271.06,0
16,PAYMENT,5826.19,4450751975259388,2625404.56,2619578.38,21-0002012,28989.37,34815.55,0
120,PAYMENT,1098.37,4144642870372479,1384661.77,1383563.4,82-0008306,235271.51,236369.88,0
44,DEPOSIT,143585.9,4928551612804552,3803835.14,3947421.05,82-0002109,237253.6,237253.6,0
46,PAYMENT,2016.6,4118009387910567,3692196.52,3690179.92,39-0006153,128437.24,130453.84,0
47,WITHDRAWAL,136485.54,4840737310953032,3941082.89,3804597.36,14-0001715,54078.15,54078.15,0
80,PAYMENT,549.26,4763112069077040,1167252.5,1166703.24,38-0006423,147805.52,148354.78,0
102,PAYMENT,601.69,4250960987167156,2068525.82,2067924.13,88-0000455,119623.3,120225.0,0
94,DEPOSIT,5666.82,4056939810673347,2389242.08,2394908.9,73-0000583,85785.25,85785.25,0
100,TRANSFER,20251.31,4599634270072122,2938453.58,2918202.27,4787650233304438,149467.2,169718.5,0
41,WITHDRAWAL,115439.45,4119136891890446,4562172.15,4446732.7,82-0002136,27867.73,27867.73,0
38,PAYMENT,14874.21,4733299911611576,2888326.15,2873451.94,61-0004189,127849.62,142723.83,0
12,DEPOSIT,151810.22,4582368911772969,811214.41,963024.64,83-0004118,1734.26,1734.26,0
2,TRANSFER,19718.38,4599634270072122,107021.58,87303.2,4252414562458471,0.0,19718.38,0
63,PAYMENT,607.36,4515415742204084,3819564.88,3818957.52,36-0002788,175048.53,175655.89,0
41,PAYMENT,554.38,4590896810121953,3695653.73,3695099.35,83-0004630,48837.95,49392.33,0
17,PAYMENT,563.27,4840737310953032,4545932.45,4545369.19,11-0004560,32760.44,33323.71,0
22,WITHDRAWAL,86192.24,4216863934095103,4212042.19,4125849.95,21-0007977,65709.26,65709.26,0
72,TRANSFER,43937.56,4090282416323175,2065421.12,2021483.56,4744098301074933,36563.77,80501.33,0
61,TRANSFER,74701.5,4655173277310335,2001203.49,1926501.99,4411949115198072,0.0,74701.5,0
116,TRANSFER,17443.62,4361038450726109,3130407.28,3112963.66,4499320328770286,0.0,17443.62,0
44,WITHDRAWAL,146364.68,4417514633934954,3406451.29,3260086.61,24-0002811,49810.66,49810.66,0
37,PAYMENT,12426.32,4844380387167800,3623219.88,3610793.56,85-0007436,58531.53,70957.85,0
141,TRANSFER,21317.16,4036373644786023,4889625.46,4868308.3,4554006933084658,0.0,21317.16,0
94,PAYMENT,14053.06,4835629583505275,4433542.55,4419489.49,53-0009749,123461.33,137514.39,0
12,PAYMENT,552.4,4656731412985607,1874802.56,1874250.16,81-0002029,1884.46,2436.86,0
65,TRANSFER,74821.21,4604482855203966,63525.91,-11295.3,4707180583601230,16866.78,91687.99,0
124,TRANSFER,19824.96,4070638513143754,2994895.23,2975070.27,4373476081391768,0.0,19824.96,0
39,TRANSFER,21103.99,4610527518377847,1819782.54,1798678.55,4049044281239775,16848.95,37952.94,1
26,TRANSFER,17005.96,4915130627362032,4228388.25,4211382.29,4387034863542753,0.0,17005.96,0
100,TRANSFER,24068.55,4999187874364540,2964017.32,2939948.77,4418261588125969,16810.74,40879.29,1
49,PAYMENT,586.53,4681093417741561,2838881.15,2838294.62,16-0009691,135216.87,135803.4,0
23,PAYMENT,614.73,4897757179439990,1989377.68,1988762.95,39-0005404,62119.36,62734.1,0
98,PAYMENT,563.64,4367064785404034,2629993.63,2629430.0,68-0000287,302812.29,303375.92,0
108,TRANSFER,16908.07,4365205922442856,2052395.39,2035487.32,4450386849112339,0.0,16908.07,0
129,PAYMENT,648.89,4295690989682103,3005513.65,3004864.76,45-0008368,152760.88,153409.77,0
108,TRANSFER,16959.07,4071675659445493,3052564.04,3035604.97,4949673485006027,49719.5,66678.57,0
80,TRANSFER,17847.4,4767541350304000,2562986.76,2545139.35,4344992327355843,20929.58,38776.98,1
87,PAYMENT,564.88,4010930349235810,3525887.42,3525322.54,30-0008222,170140.81,170705.68,0
141,TRANSFER,24615.56,4650425977701816,4298768.71,4274153.15,4864427190087132,17443.62,42059.17,0
46,PAYMENT,5899.64,4751329486282912,1427032.55,1421132.91,35-0002613,120098.35,125997.99,0
35,DEPOSIT,107447.02,4668208732435221,3323881.91,3431328.92,83-0005620,63813.8,63813.8,0
28,PAYMENT,583.18,4816930839313511,4703683.11,4703099.93,32-0004647,56628.52,57211.69,0
43,WITHDRAWAL,72923.93,4123009171032514,3254865.84,3181941.9,40-0008545,25820.89,25820.89,0
15,TRANSFER,17223.37,4075145109748793,2256359.88,2239136.52,4111712303483729,20593.16,37816.52,1
15,PAYMENT,784.66,4633322760521885,2658686.31,2657901.65,83-0001098,6568.85,7353.51,0
140,DEPOSIT,81302.4,4481241417103488,3195670.22,3276972.62,54-0008335,83467.24,83467.24,0
70,TRANSFER,17651.28,4707278667143879,1457776.6,1440125.32,4673346485739986,24325.97,41977.24,1
40,PAYMENT,3330.37,4589034795993823,3979662.73,3976332.36,13-0005593,87274.4,90604.77,0
47,PAYMENT,19719.4,4151101394894757,4409522.15,4389802.75,80-0005651,200535.17,220254.57,0
16,TRANSFER,74393.67,4840755031322469,3259427.61,3185033.95,4987393199212935,0.0,74393.67,0
42,PAYMENT,3788.56,4782948086530942,2743342.61,2739554.05,10-0004163,58279.87,62068.43,0
82,TRANSFER,24711.79,4077631595251895,989518.24,964806.45,4533770232119566,141657.47,166369.26,0
24,WITHDRAWAL,100712.24,4952132615115434,3216899.04,3116186.8,04-0002891,15832.49,15832.49,0
60,TRANSFER,19870.64,4579728744483065,3574808.69,3554938.05,4822000174887693,0.0,19870.64,0
120,TRANSFER,16857.65,4519832861194076,4127394.16,4110536.51,4814595718024893,124368.84,141226.49,0
77,TRANSFER,17062.9,4858320202091234,3511838.32,3494775.42,4593559545023327,72680.64,89743.54,1
127,TRANSFER,33215.96,4156800341027792,921399.7,888183.74,4080440797091421,39771.07,72987.03,0
11,DEPOSIT,58388.91,4046766151441403,918038.07,976426.98,68-0006019,1086.27,1086.27,0
15,TRANSFER,17298.25,4336363255659871,2247969.76,2230671.51,4040233723639903,0.0,17298.25,0
43,DEPOSIT,33663.9,4888655885037994,2908844.63,2942508.53,98-0005923,46295.84,46295.84,0
138,DEPOSIT,103153.83,4818371329433337,3880733.52,3983887.35,45-0009778,247976.33,247976.33,0
88,TRANSFER,39610.37,4788256581407457,48341.67,8731.29,4821817783069012,81020.92,120631.3,0
52,PAYMENT,575.05,4471288259817883,2546839.47,2546264.42,92-0008183,188633.15,189208.2,0
137,PAYMENT,505.79,4224334016497948,1657026.78,1656520.99,37-0002954,173848.84,174354.63,0
18,PAYMENT,5278.4,4754532790026688,4215058.94,4209780.54,62-0004198,38646.8,43925.21,0
71,PAYMENT,627.73,4801809588592201,3187495.54,3186867.81,99-0007511,125290.2,125917.93,0
21,TRANSFER,16908.07,4308658398341988,3281166.32,3264258.26,4321229688585016,123241.45,140149.51,0
140,WITHDRAWAL,137210.25,4904328212668291,3139901.48,3002691.22,94-0008631,235927.4,235927.4,0
142,TRANSFER,16832.67,4689746510282013,2342713.74,2325881.07,4759442283991734,27310.9,44143.57,0
31,TRANSFER,19784.99,4633974992049489,3757022.37,3737237.38,4473074546651055,164307.23,184092.22,0
15,WITHDRAWAL,66331.52,4190745217767716,4335192.73,4268861.21,85-0005505,25272.9,25272.9,0
5,PAYMENT,564.44,4851938736486948,-24694.12,-24694.12,27-0005185,1733.8,1733.8,0
22,DEPOSIT,171533.94,4836928234603342,2691447.09,2862981.03,20-0007303,30097.35,30097.35,0
98,PAYMENT,536.19,4575717137712721,3337236.5,3336700.31,61-0005981,159182.74,159718.93,0
115,TRANSFER,23521.54,4113693012646913,1953903.82,1930382.29,4052989226961723,17741.8,41263.33,0
37,PAYMENT,642.4,4879978308066015,3459775.85,3459133.45,94-0002640,207551.27,208193.67,0
96,DEPOSIT,181300.48,4580300331653554,1970432.77,2151733.25,52-0009551,211652.03,211652.03,0
62,PAYMENT,550.64,4881030003134668,3030108.24,3029557.6,62-0003401,88480.57,89031.21,0
92,PAYMENT,597.58,4630957841848055,2399461.14,2398863.56,53-0001984,220676.72,221274.3,0
23,DEPOSIT,141020.53,4860906524934816,4165242.41,4306262.94,68-0006844,68220.71,68220.71,0
138,DEPOSIT,198974.01,4399307242421451,503378.23,702352.24,10-0009399,87252.39,87252.39,0
61,PAYMENT,576.16,4709172068953739,4260179.0,4259602.84,10-0002085,179718.11,180294.28,0
38,WITHDRAWAL,112648.9,4584026839446391,3450393.85,3337744.95,63-0000480,120663.04,120663.04,0
13,DEPOSIT,166264.72,4153898013285634,1709456.58,1875721.3,13-0001597,17271.87,17271.87,0
73,TRANSFER,17160.96,4074455942045245,2378885.74,2361724.77,4081637217928624,75248.77,92409.73,0
32,TRANSFER,19621.48,4501537786038957,3150523.35,3130901.87,4168931963508235,17084.69,36706.17,1
17,WITHDRAWAL,64606.28,4909981346276269,4364432.94,4299826.66,16-0000847,25899.91,25899.91,0
9,DEPOSIT,130437.97,4713224476727371,871971.23,1002409.2,23-0008498,4228.35,4228.35,0
76,PAYMENT,546.2,4228162806252884,2673566.85,2673020.65,85-0005579,225937.8,226484.0,0
66,PAYMENT,597.27,4248259332054143,3466667.41,3466070.14,25-0007745,148527.99,149125.26,0
27,PAYMENT,536.52,4969714624151186,1143697.15,1143160.63,51-0009314,46208.0,46744.52,0
39,PAYMENT,697.66,4703997476675011,3917883.83,3917186.16,22-0007308,63140.37,63838.03,0
109,TRANSFER,19690.33,4427331074463791,3369437.9,3349747.58,4636662364066531,0.0,19690.33,0
65,PAYMENT,578.09,4226663035646103,2446572.81,2445994.72,22-0005395,200838.24,201416.33,0
8,DEPOSIT,27317.16,4443020497435631,1682042.63,1709359.78,90-0009888,4024.65,4024.65,0
143,TRANSFER,16832.67,4072334932249442,4260266.68,4243434.01,4764626625845664,1333965.02,1350797.69,0
45,DEPOSIT,182190.41,4369443899882871,2307481.87,2489672.28,80-0004124,92750.97,92750.97,0
22,TRANSFER,49471.61,4679211598130289,3910976.72,3861505.11,4009924747657959,476447.02,525918.63,0
95,DEPOSIT,160959.18,4846983476902306,1285265.75,1446224.92,53-0008318,161847.97,161847.97,0
130,TRANSFER,20314.0,4434873602817502,1890952.37,1870638.37,4229085137546295,16832.67,37146.67,0
94,DEPOSIT,66665.64,4833641521420469,2150624.89,2217290.53,14-0008381,115431.95,115431.95,0
28,PAYMENT,596.16,4125274885699929,2001009.97,2000413.8,51-0008673,66170.02,66766.18,0
9,DEPOSIT,105870.41,4318636480976257,2951406.84,3057277.24,13-0001561,3012.19,3012.19,0
139,DEPOSIT,144224.7,4216863934095103,4164871.51,4309096.21,85-0004841,194682.26,194682.26,0
41,DEPOSIT,46527.48,4918518481615403,2255431.19,2301958.67,55-0002643,106607.01,106607.01,0
60,TRANSFER,19621.48,4946125925355871,2222273.34,2202651.86,4247331169764010,37537.37,57158.85,1
83,PAYMENT,588.04,4601903975105123,3186743.75,3186155.71,44-0004939,178413.31,179001.35,0
44,DEPOSIT,83282.39,4034087605785400,3193140.9,3276423.29,31-0004441,95602.79,95602.79,0
93,TRANSFER,24410.43,4762839228036753,75477.64,51067.21,4485538709371814,0.0,24410.43,0
17,WITHDRAWAL,149782.16,4002874312578568,3735344.71,3585562.55,60-0004646,6498.77,6498.77,0
119,DEPOSIT,219600.71,4616530020758334,1831409.92,2051010.62,43-0000243,156915.46,156915.46,0
134,DEPOSIT,120440.98,4541853101763167,3108410.38,3228851.36,10-0002983,310268.16,310268.16,0
119,DEPOSIT,195456.06,4057439624151399,3331942.83,3527398.89,55-0000829,106954.22,106954.22,0
28,TRANSFER,32949.05,4439427510219338,2509292.1,2476343.05,4571356713089594,91231.55,124180.6,0
69,PAYMENT,568.12,4636646146745363,2776908.91,2776340.79,82-0001657,153956.69,154524.82,0
138,DEPOSIT,146301.7,4026958051383181,3866547.19,4012848.89,14-0004815,144343.44,144343.44,0
129,TRANSFER,20555.84,4101703573044434,2220803.2,2200247.37,4189542292875172,23893.5,44449.34,1
34,WITHDRAWAL,204503.39,4343787177403482,1912053.13,1707549.73,31-0003777,39704.4,39704.4,0
116,TRANSFER,20555.84,4935415781382728,2995862.86,2975307.02,4937259660313448,36916.79,57472.62,0
35,WITHDRAWAL,103558.06,4015178174260751,2091786.08,1988228.02,98-0008503,54942.18,54942.18,0
88,PAYMENT,540.54,4363369157767577,426835.03,426294.49,87-0001503,165716.43,166256.97,0
142,DEPOSIT,142553.17,4369443899882871,2309638.59,2452191.76,03-0002965,219960.88,219960.88,0
100,TRANSFER,16945.23,4737604509298262,3222684.96,3205739.73,4362108230960515,0.0,16945.23,1
140,PAYMENT,585.59,4824814061960605,2669167.04,2668581.45,63-0003488,222630.18,223215.77,0
20,TRANSFER,19896.02,4002398333581922,3256895.37,3236999.35,4246895348693184,116203.31,136099.33,1
17,PAYMENT,6166.98,4407236074723561,3194134.08,3187967.1,25-0007795,37858.57,44025.56,0
13,DEPOSIT,113119.34,4129191647773873,2009898.34,2123017.68,50-0007501,1623.18,1623.18,0
137,TRANSFER,39543.81,4528069661534941,937262.99,897719.18,4562010971533774,18305.03,57848.83,0
47,PAYMENT,609.39,4217506067553088,3558879.0,3558269.61,34-0000937,136370.16,136979.55,0
42,TRANSFER,16817.74,4891109641516656,4130235.75,4113418.0,4639014893869885,0.0,16817.74,0
62,TRANSFER,18121.98,4863610385295005,3378423.28,3360301.31,4915849761621404,55979.06,74101.04,0
44,TRANSFER,16908.07,4504680739768655,2590016.38,2573108.31,4725053789773012,34384.22,51292.28,0
15,DEPOSIT,182172.64,4538134849841713,2227465.74,2409638.38,31-0003464,5740.68,5740.68,0
141,PAYMENT,648.89,4153548047871731,3790615.98,3789967.09,90-0004657,175271.07,175919.95,0
61,PAYMENT,588.04,4053529439464237,2675612.54,2675024.5,78-0000890,166780.89,167368.93,0
141,DEPOSIT,81131.17,4266324308329502,4024966.88,4106098.05,68-0007021,329239.35,329239.35,0
139,DEPOSIT,142454.24,4212490373216935,3616843.14,3759297.38,64-0004733,126116.97,126116.97,0
104,TRANSFER,33215.96,4326993129673617,1311225.19,1278009.23,4312183151204954,204736.6,237952.56,1
84,TRANSFER,74701.5,4865657464902330,1641267.47,1566565.97,4816822778758188,0.0,74701.5,1
119,DEPOSIT,51622.6,4411847893322528,3526228.29,3577850.89,39-0005367,123810.64,123810.64,0
113,PAYMENT,610.54,4250960987167156,1837071.28,1836460.74,12-0000056,154045.63,154656.17,0
21,PAYMENT,7110.98,4275322300113964,3352503.61,3345392.63,35-0000835,46405.03,53516.01,0
56,PAYMENT,567.49,4703522567226712,2400021.6,2399454.11,39-0007229,132941.79,133509.29,0
18,DEPOSIT,274615.14,4153919619415928,3734966.92,4009582.06,54-0003544,45966.06,45966.06,0
23,PAYMENT,730.0,4480249066654538,2387177.76,2386447.77,71-0004097,83544.83,84274.83,0
35,TRANSFER,18305.03,4468578587478589,3388741.11,3370436.09,4067260817526041,36707.69,55012.72,0
27,PAYMENT,610.54,4061009849725618,1938691.23,1938080.69,56-0004952,59670.54,60281.08,0
139,DEPOSIT,21164.31,4280164517511991,3406354.09,3427518.4,36-0009555,124881.84,124881.84,0
82,TRANSFER,24325.97,4528996457206138,1377742.9,1353416.94,4019469761405149,17341.61,41667.57,0
97,PAYMENT,581.84,4865223354214201,3070772.87,3070191.03,05-0003496,273210.82,273792.66,0
19,TRANSFER,20099.04,4572664607133470,4034298.46,4014199.42,4946417846428733,0.0,20099.04,0
14,WITHDRAWAL,112615.94,4841137858501856,3509745.46,3397129.53,88-0009247,4816.93,4816.93,0
61,TRANSFER,16810.74,4630957841848055,3239387.19,3222576.45,4085510634579427,0.0,16810.74,0
86,PAYMENT,545.27,4208275900810052,3032678.98,3032133.7,16-0006702,166625.22,167170.49,0
82,TRANSFER,76053.57,4041837880210792,-161023.12,-161023.12,4724703873679126,0.0,0.0,1
45,WITHDRAWAL,101160.77,4703617696724684,3538572.42,3437411.65,10-0002345,80734.92,80734.92,0
43,PAYMENT,3888.09,4743100836408668,3167259.18,3163371.09,05-0000499,85947.04,89835.13,0
88,PAYMENT,597.84,4699019463649044,2047362.59,2046764.76,73-0003549,182818.47,183416.31,0
75,TRANSFER,39457.09,4090282416323175,1801157.13,1761700.04,4049709232153545,78358.22,117815.31,0
86,PAYMENT,534.48,4905217246427528,2903413.95,2902879.47,94-0005541,152611.71,153146.19,0
95,PAYMENT,8015.1,4713472658854360,3486690.3,3478675.2,36-0008016,121984.86,129999.97,0
63,PAYMENT,637.09,4673572006983874,3982265.17,3981628.08,78-0003545,104627.51,105264.6,0
138,DEPOSIT,37779.74,4641028645462902,3950482.11,3988261.85,81-0003104,282915.86,282915.86,0
100,TRANSFER,107742.55,4165469001837772,440419.76,332677.2,4116100744220162,194198.73,301941.28,0
20,DEPOSIT,83644.27,4114311318357221,2300457.51,2384101.78,68-0003163,103823.46,103823.46,0
119,TRANSFER,53145.54,4948021281647860,731292.91,678147.37,4971395680557882,36671.11,89816.65,0
35,TRANSFER,74305.2,4463642729334350,2851631.67,2777326.47,4047359887988522,0.0,74305.2,0
78,PAYMENT,535.56,4124544823750328,1976527.61,1975992.04,92-0008310,202189.99,202725.55,0
68,TRANSFER,16840.63,4263490611428316,4335971.43,4319130.8,4969424113896503,54651.37,71492.0,0
61,TRANSFER,75818.83,4886881541105015,2487022.24,2411203.4,4996380553342258,0.0,75818.83,0
8,DEPOSIT,69282.41,4935415781382728,1279065.46,1348347.88,55-0002765,4053.81,4053.81,0
20,PAYMENT,9028.99,4048078643252663,3066088.35,3057059.35,39-0009865,27603.37,36632.36,0
136,WITHDRAWAL,103424.44,4094812462163624,2933077.24,2829652.8,38-0002077,137616.22,137616.22,0
43,DEPOSIT,203805.36,4251822106706232,5621512.49,5825317.86,55-0004666,345829.03,345829.03,0
133,DEPOSIT,138160.56,4622167756227408,2036956.88,2175117.44,02-0006790,78068.22,78068.22,0
43,PAYMENT,7696.72,4569193487199984,4391300.4,4383603.68,12-0006827,170691.57,178388.29,0
140,WITHDRAWAL,115901.04,4682891744811141,2633454.11,2517553.07,34-0003597,183684.09,183684.09,0
18,DEPOSIT,4132.91,4935105733867500,3038472.75,3042605.66,05-0000008,17483.05,17483.05,0
15,DEPOSIT,225193.18,4004880343149707,3257410.66,3482603.84,12-0001678,19909.92,19909.92,0
23,PAYMENT,599.37,4051314514635684,2775862.61,2775263.24,45-0004343,61749.73,62349.1,0
17,DEPOSIT,89108.68,4260302433201297,2207401.49,2296510.17,00-0006552,45471.25,45471.25,0
52,PAYMENT,610.21,4961376097919958,3253732.41,3253122.21,71-0001276,140134.85,140745.05,0
98,TRANSFER,20314.0,4704074982523140,4796835.47,4776521.46,4418397191515996,16848.95,37162.95,1
71,TRANSFER,16896.95,4462569346940072,2096465.21,2079568.26,4887352263596640,36825.47,53722.42,0
56,TRANSFER,27150.44,4156800341027792,1450556.31,1423405.87,4013083493882818,113615.07,140765.51,1
30,TRANSFER,16817.74,4236816090254530,2092462.5,2075644.76,4937001490568373,0.0,16817.74,0
15,TRANSFER,19690.33,4579728744483065,2831681.66,2811991.33,4129604502788828,16932.15,36622.48,0
114,TRANSFER,73460.83,4905833712196502,-194784.23,-194784.23,4362212894849103,0.0,0.0,0
8,PAYMENT,598.6,4689459020037584,-129409.18,-130007.78,86-0007670,2246.45,2845.04,0
21,PAYMENT,8421.71,4514647287134745,4749714.77,4741293.05,76-0005416,66659.28,75080.99,0
128,TRANSFER,17084.69,4629928986229818,2298804.6,2281719.91,4550659026463553,0.0,17084.69,1
105,TRANSFER,20251.31,4667172783740148,2750900.64,2730649.33,4776735931246644,0.0,20251.31,1
49,PAYMENT,18482.3,4885476465196461,4350179.55,4331697.25,20-0008863,104182.9,122665.2,0
132,PAYMENT,600.68,4160893234233704,-114598.81,-115199.49,67-0003600,116794.16,117394.84,0
21,PAYMENT,972.81,4548482811597716,4517423.07,4516450.25,99-0006331,78488.42,79461.23,0
17,DEPOSIT,328995.83,4471592823799737,3499494.77,3828490.6,03-0002053,43431.32,43431.32,0
68,TRANSFER,19766.82,4152265732695140,3205160.24,3185393.42,4838241285690186,39229.96,58996.79,1
123,TRANSFER,17084.69,4220255953778327,3411606.07,3394521.37,4171850155205126,0.0,17084.69,0
116,TRANSFER,77814.07,4361746267716895,437899.37,360085.3,4021057977616405,57020.16,134834.23,1
99,TRANSFER,16817.74,4289757079783824,3267768.79,3250951.04,4589534660648634,0.0,16817.74,0
36,PAYMENT,562.91,4979940680674781,2699905.47,2699342.56,74-0007975,25897.16,26460.07,0
101,PAYMENT,697.48,4706961587623788,1899641.29,1898943.81,77-0007277,80169.78,80867.26,0
138,PAYMENT,564.88,4212490373216935,3270559.73,3269994.85,92-0001546,148063.02,148627.9,0
59,TRANSFER,39383.06,4956409150631777,2605136.28,2565753.22,4726927264714493,0.0,39383.06,0
46,WITHDRAWAL,113846.01,4594441730132198,2361401.29,2247555.28,39-0006685,99569.05,99569.05,0
96,DEPOSIT,152793.52,4836234537051135,2835993.98,2988787.5,40-0002368,145707.06,145707.06,0
96,PAYMENT,801.87,4478327626340659,2532309.86,2531507.99,55-0008674,104842.27,105644.14,0
28,TRANSFER,17298.25,4666457163789562,2773818.82,2756520.57,4480082104555080,20929.58,38227.83,0
76,PAYMENT,585.59,4275797015419980,3905906.11,3905320.51,93-0006466,121612.84,122198.43,0
143,TRANSFER,154320.26,4483049682070052,4547118.42,4392798.16,4882179995482327,3984420.78,4138741.04,0
138,TRANSFER,17108.16,4286751296656106,3474258.55,3457150.39,4248990664462294,38071.85,55180.01,0
16,DEPOSIT,273227.23,4435452418440327,1882620.51,2155847.74,40-0003202,27624.37,27624.37,0
111,PAYMENT,614.26,4654571941624851,2796787.03,2796172.78,62-0003401,114751.32,115365.58,0
35,PAYMENT,534.48,4442341340743612,3230588.67,3230054.19,58-0000319,85738.5,86272.98,0
137,DEPOSIT,63470.59,4775196075903014,2546980.69,2610451.29,12-0004020,232492.97,232492.97,0
117,TRANSFER,16810.74,4248448761103139,2722521.58,2705710.84,4937261560366385,17504.18,34314.92,1
46,DEPOSIT,145160.53,4842280862349760,3474174.77,3619335.3,45-0006657,115840.39,115840.39,0
19,DEPOSIT,265229.86,4654047633050507,5344314.99,5609544.85,39-0000643,22834.55,22834.55,0
136,PAYMENT,535.56,4455433748990376,3376103.2,3375567.64,04-0003719,113453.96,113989.52,0
67,TRANSFER,19631.62,4828576380583261,3673774.68,3654143.06,4114083440056399,21966.03,41597.65,0
53,PAYMENT,1046.21,4978400826062343,3347646.36,3346600.15,52-0005871,96388.47,97434.69,0
30,TRANSFER,323202.6,4786690100874361,-78339.9,-78339.9,4233064041764744,54207.59,54207.59,0
140,DEPOSIT,232576.36,4553734359326722,2543871.32,2776447.68,06-0004773,224467.63,224467.63,0
94,DEPOSIT,197549.11,4038745517791164,1984302.47,2181851.57,93-0007487,197229.46,197229.46,0
133,TRANSFER,82089.57,4872815246421943,49271.09,49271.09,4279444177277072,0.0,0.0,0
42,PAYMENT,1126.14,4440665892827122,3875440.2,3874314.06,12-0006827,168293.32,169419.46,0
41,WITHDRAWAL,191192.16,4415966293014174,2618539.63,2427347.47,14-0008933,43462.42,43462.42,0
135,TRANSFER,490599.48,4054242990348273,2247109.48,1756510.0,4275606087301085,40496.49,531095.97,0
33,TRANSFER,39543.81,4032248014619620,3475091.04,3435547.24,4376555395713044,75761.26,115305.06,1
131,PAYMENT,555.8,4380529022971485,3078781.08,3078225.28,65-0004591,327851.88,328407.69,0
141,DEPOSIT,298547.36,4000258296342419,3383343.42,3681890.78,56-0006606,163707.95,163707.95,0
140,DEPOSIT,264153.62,4164062204707784,4291707.17,4555860.8,37-0007061,169017.63,169017.63,0
15,PAYMENT,656.91,4462569346940072,2971909.9,2971252.98,73-0003371,33251.22,33908.13,0
29,TRANSFER,40848.2,4893463621332875,1065190.0,1024341.8,4001688842264288,0.0,40848.2,0
16,DEPOSIT,42299.5,4428663311685359,4053543.06,4095842.56,42-0007085,4495.95,4495.95,0
19,WITHDRAWAL,155672.15,4338810219683882,3019588.73,2863916.57,57-0000036,49200.59,49200.59,0
22,DEPOSIT,242193.86,4934882376443119,4174103.97,4416297.83,02-0007508,64117.11,64117.11,0
100,TRANSFER,28616.83,4153898013285634,2116604.94,2087988.11,4172152283363680,31887.33,60504.16,0
45,TRANSFER,20661.25,4728813551973547,3381260.98,3360599.73,4865278041846864,16857.65,37518.91,0
78,PAYMENT,549.26,4653029682006714,3620378.53,3619829.27,36-0002760,84321.69,84870.96,0
8,DEPOSIT,217603.2,4583181082770897,579224.87,796828.07,84-0009793,971.12,971.12,0
45,DEPOSIT,324120.76,4782120515605741,4091386.73,4415507.49,55-0009174,190446.3,190446.3,0
140,PAYMENT,3879.88,4896942439922875,3224819.4,3220939.51,10-0006476,158492.64,162372.52,0
12,DEPOSIT,176291.46,4014482604943098,1138492.88,1314784.34,65-0006398,3004.22,3004.22,0
122,TRANSFER,17504.18,4634311096994550,2557562.7,2540058.52,4198341330257124,22383.02,39887.2,1
33,TRANSFER,19576.99,4514370378584567,3886469.32,3866892.33,4639907731717440,169130.66,188707.65,0
94,PAYMENT,603.29,4576941162522404,2081134.95,2080531.66,01-0006792,241346.52,241949.81,0
43,WITHDRAWAL,252672.05,4456901243513629,3227649.84,2974977.79,25-0000401,130748.29,130748.29,0
94,TRANSFER,21103.99,4864758024137242,2781171.55,2760067.55,4844663757839417,306696.98,327800.98,0
50,PAYMENT,561.67,4917993527251797,2340544.83,2339983.17,81-0005086,110393.78,110955.44,0
94,DEPOSIT,30301.56,4852745708251625,1236200.64,1266502.19,85-0007723,77169.92,77169.92,0
110,PAYMENT,546.89,4963503539486506,1225151.98,1224605.09,03-0003446,140510.29,141057.18,0
20,WITHDRAWAL,15577.98,4784541040508985,4442136.9,4426558.92,02-0001818,9167.98,9167.98,0
43,DEPOSIT,234284.17,4512438055328863,3673111.94,3907396.12,82-0003756,139872.67,139872.67,0
37,PAYMENT,563.35,4315526401714189,2643378.31,2642814.96,55-0003384,50952.03,51515.37,0
100,PAYMENT,547.62,4160578257151889,2860034.38,2859486.76,54-0007000,132391.55,132939.17,0
138,DEPOSIT,35237.28,4489594722076852,2268699.7,2303936.98,74-0004791,193299.6,193299.6,0
119,PAYMENT,553.88,4827039177655629,160474.78,159920.9,14-0005137,138618.24,139172.12,0
138,TRANSFER,16973.75,4018469603377770,1832370.62,1815396.87,4257531597833793,245519.95,262493.71,0
42,PAYMENT,8022.75,4537772942023027,2335484.17,2327461.42,48-0000444,108967.56,116990.31,0
19,DEPOSIT,318990.21,4602636272143376,4289140.37,4608130.58,21-0004568,72038.92,72038.92,0
15,DEPOSIT,185759.59,4747067736523076,2615780.48,2801540.07,02-0005334,42948.05,42948.05,0
